run,horizon,MAE,null_MAE,oracle_drift_MAE,mean_pred,mean_actual,n_obs,beats_null
ablation_no_sentiment_s42,5,0.033327773213386536,0.032922785729169846,0.03267541527748108,0.007978119887411594,0.0035679801367223263,2300,False
ablation_no_sentiment_s42,6,0.0365009531378746,0.03617163002490997,0.0358055979013443,0.008404627442359924,0.004151492845267057,2300,False
ablation_no_sentiment_s42,7,0.03939387574791908,0.039120111614465714,0.038658902049064636,0.00912740919739008,0.00470747472718358,2300,False
ablation_no_sentiment_s42,8,0.042312197387218475,0.04183616489171982,0.04128556698560715,0.010201221331954002,0.005358648020774126,2300,False
ablation_no_sentiment_s42,9,0.04476127773523331,0.044423654675483704,0.04373978078365326,0.011325212195515633,0.005948053207248449,2300,False
ablation_no_sentiment_s42,10,0.04721202328801155,0.04693780466914177,0.04614844545722008,0.012500748969614506,0.006491753738373518,2300,False
ablation_no_sentiment_s43,1,0.014177164994180202,0.01386623177677393,0.013836405239999294,0.0012197750620543957,0.0007494936580769718,2300,False
ablation_no_sentiment_s43,2,0.020745914429426193,0.020612254738807678,0.020535385236144066,0.0031054578721523285,0.00138772779610008,2300,False
ablation_no_sentiment_s43,3,0.02556704543530941,0.02542862668633461,0.025290384888648987,0.0048514679074287415,0.0021548259537667036,2300,False
ablation_no_sentiment_s43,4,0.02965087629854679,0.029436659067869186,0.02925657480955124,0.006669890135526657,0.002847495721653104,2300,False
ablation_no_sentiment_s43,5,0.03303651511669159,0.032922785729169846,0.03267541527748108,0.007782415486872196,0.0035679801367223263,2300,False
ablation_no_sentiment_s43,6,0.03617521747946739,0.03617163002490997,0.0358055979013443,0.00891269650310278,0.004151492845267057,2300,False
ablation_no_sentiment_s43,7,0.03901774436235428,0.039120111614465714,0.038658902049064636,0.010086379945278168,0.00470747472718358,2300,True
ablation_no_sentiment_s43,8,0.0417172946035862,0.04183616489171982,0.04128556698560715,0.011837853118777275,0.005358648020774126,2300,True
